id,duration,attention_check,education_level,education_level_other,subject_area,subject_area_other,phrase,response,vocab,dimension,rank_intended
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,50,alt,importance,3
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,20,alt,importance,2
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,10,alt,importance,1
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,80,alt,support,5
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,80,alt,support,4
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,50,alt,support,3
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,20,alt,support,2
102,651,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,10,alt,support,1
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,landmark,80,elife,importance,5
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,fundamental,96,elife,importance,4
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,important,53,elife,importance,3
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,valuable,75,elife,importance,2
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,useful,63,elife,importance,1
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,exceptional,94,elife,support,6
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,compelling,57,elife,support,5
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,convincing,60,elife,support,4
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,solid,75,elife,support,3
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,incomplete,19,elife,support,2
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,inadequate,2,elife,support,1
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,very high importance,92,alt,importance,5
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,high importance,92,alt,importance,4
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,moderate importance,60,alt,importance,3
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,low importance,7,alt,importance,2
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,very low importance,7,alt,importance,1
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,very strong support,86,alt,support,5
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,strong support,87,alt,support,4
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,moderate support,56,alt,support,3
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,weak support,13,alt,support,2
103,643,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,IT,very weak support,4,alt,support,1
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,91,elife,importance,5
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,67,elife,importance,4
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,81,elife,importance,3
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,75,elife,importance,2
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,67,elife,importance,1
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,97,elife,support,6
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,85,elife,support,5
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,85,elife,support,4
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,75,elife,support,3
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,30,elife,support,2
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,35,elife,support,1
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,93,alt,importance,5
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,87,alt,importance,4
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,51,alt,importance,3
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,21,alt,importance,2
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,10,alt,importance,1
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,81,alt,support,5
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,81,alt,support,4
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,52,alt,support,3
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,25,alt,support,2
104,1108,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,5,alt,support,1
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,landmark,95,elife,importance,5
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,fundamental,59,elife,importance,4
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,important,50,elife,importance,3
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,valuable,59,elife,importance,2
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,useful,34,elife,importance,1
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,exceptional,94,elife,support,6
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,compelling,80,elife,support,5
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,convincing,74,elife,support,4
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,solid,48,elife,support,3
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,incomplete,2,elife,support,2
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,inadequate,0,elife,support,1
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very high importance,70,alt,importance,5
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,high importance,58,alt,importance,4
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate importance,47,alt,importance,3
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,low importance,9,alt,importance,2
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very low importance,4,alt,importance,1
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very strong support,75,alt,support,5
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,strong support,68,alt,support,4
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate support,43,alt,support,3
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,weak support,14,alt,support,2
105,534,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very weak support,1,alt,support,1
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,landmark,95,elife,importance,5
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,fundamental,70,elife,importance,4
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,important,75,elife,importance,3
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,valuable,80,elife,importance,2
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,useful,40,elife,importance,1
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,exceptional,91,elife,support,6
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,compelling,69,elife,support,5
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,convincing,68,elife,support,4
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,solid,70,elife,support,3
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,incomplete,7,elife,support,2
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,inadequate,10,elife,support,1
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very high importance,94,alt,importance,5
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,high importance,91,alt,importance,4
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate importance,60,alt,importance,3
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,low importance,6,alt,importance,2
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very low importance,7,alt,importance,1
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very strong support,88,alt,support,5
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,strong support,70,alt,support,4
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate support,51,alt,support,3
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,weak support,5,alt,support,2
106,624,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very weak support,3,alt,support,1
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,95,elife,importance,5
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,94,elife,importance,4
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,94,elife,importance,3
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,92,elife,importance,2
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,94,elife,importance,1
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,90,elife,support,6
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,75,elife,support,5
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,67,elife,support,4
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,71,elife,support,3
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,35,elife,support,2
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,14,elife,support,1
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,85,alt,importance,5
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,74,alt,importance,4
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,59,alt,importance,3
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,26,alt,importance,2
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,10,alt,importance,1
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,83,alt,support,5
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,74,alt,support,4
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,50,alt,support,3
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,22,alt,support,2
107,537,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,15,alt,support,1
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,landmark,99,elife,importance,5
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,fundamental,92,elife,importance,4
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,important,85,elife,importance,3
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,valuable,80,elife,importance,2
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,useful,80,elife,importance,1
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,exceptional,100,elife,support,6
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,compelling,95,elife,support,5
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,convincing,89,elife,support,4
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,solid,89,elife,support,3
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,incomplete,19,elife,support,2
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,inadequate,1,elife,support,1
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very high importance,74,alt,importance,5
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,high importance,80,alt,importance,4
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate importance,48,alt,importance,3
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,low importance,13,alt,importance,2
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very low importance,6,alt,importance,1
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very strong support,88,alt,support,5
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,strong support,75,alt,support,4
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate support,33,alt,support,3
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,weak support,15,alt,support,2
108,1474,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very weak support,10,alt,support,1
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,landmark,85,elife,importance,5
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,fundamental,65,elife,importance,4
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,important,65,elife,importance,3
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,valuable,65,elife,importance,2
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,useful,55,elife,importance,1
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,exceptional,90,elife,support,6
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,compelling,60,elife,support,5
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,convincing,60,elife,support,4
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,solid,60,elife,support,3
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,incomplete,20,elife,support,2
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,inadequate,9,elife,support,1
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very high importance,75,alt,importance,5
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,high importance,70,alt,importance,4
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate importance,40,alt,importance,3
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,low importance,20,alt,importance,2
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very low importance,15,alt,importance,1
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very strong support,80,alt,support,5
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,strong support,70,alt,support,4
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate support,50,alt,support,3
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,weak support,20,alt,support,2
109,628,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very weak support,10,alt,support,1
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,landmark,65,elife,importance,5
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,fundamental,67,elife,importance,4
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,important,65,elife,importance,3
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,valuable,66,elife,importance,2
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,useful,50,elife,importance,1
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,exceptional,95,elife,support,6
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,compelling,75,elife,support,5
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,convincing,85,elife,support,4
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,solid,70,elife,support,3
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,incomplete,20,elife,support,2
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,inadequate,9,elife,support,1
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very high importance,89,alt,importance,5
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,high importance,68,alt,importance,4
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,moderate importance,30,alt,importance,3
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,low importance,45,alt,importance,2
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very low importance,20,alt,importance,1
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very strong support,70,alt,support,5
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,strong support,65,alt,support,4
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,moderate support,46,alt,support,3
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,weak support,10,alt,support,2
110,847,80,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very weak support,11,alt,support,1
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,landmark,94,elife,importance,5
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,fundamental,70,elife,importance,4
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,important,71,elife,importance,3
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,valuable,62,elife,importance,2
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,useful,56,elife,importance,1
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,exceptional,95,elife,support,6
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,compelling,58,elife,support,5
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,convincing,62,elife,support,4
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,solid,56,elife,support,3
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,incomplete,5,elife,support,2
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,inadequate,9,elife,support,1
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very high importance,89,alt,importance,5
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,high importance,76,alt,importance,4
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate importance,51,alt,importance,3
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,low importance,25,alt,importance,2
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very low importance,8,alt,importance,1
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very strong support,86,alt,support,5
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,strong support,70,alt,support,4
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,moderate support,50,alt,support,3
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,weak support,20,alt,support,2
111,629,80,Doctorate degree (PhD/other),NA,Social Sciences,NA,very weak support,10,alt,support,1
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,landmark,100,elife,importance,5
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,fundamental,95,elife,importance,4
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,important,85,elife,importance,3
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,valuable,90,elife,importance,2
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,useful,80,elife,importance,1
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,exceptional,100,elife,support,6
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,compelling,95,elife,support,5
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,convincing,90,elife,support,4
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,solid,85,elife,support,3
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,incomplete,60,elife,support,2
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,inadequate,20,elife,support,1
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very high importance,90,alt,importance,5
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,high importance,85,alt,importance,4
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate importance,68,alt,importance,3
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,low importance,20,alt,importance,2
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very low importance,9,alt,importance,1
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very strong support,95,alt,support,5
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,strong support,90,alt,support,4
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,moderate support,70,alt,support,3
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,weak support,15,alt,support,2
112,734,80,Doctorate degree (PhD/other),NA,Physical Sciences,NA,very weak support,5,alt,support,1
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,landmark,100,elife,importance,5
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,fundamental,56,elife,importance,4
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,important,19,elife,importance,3
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,valuable,34,elife,importance,2
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,useful,51,elife,importance,1
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,exceptional,95,elife,support,6
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,compelling,93,elife,support,5
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,convincing,73,elife,support,4
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,solid,70,elife,support,3
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,incomplete,3,elife,support,2
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,inadequate,10,elife,support,1
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very high importance,85,alt,importance,5
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,high importance,70,alt,importance,4
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,moderate importance,46,alt,importance,3
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,low importance,3,alt,importance,2
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very low importance,3,alt,importance,1
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very strong support,86,alt,support,5
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,strong support,81,alt,support,4
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,moderate support,50,alt,support,3
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,weak support,5,alt,support,2
113,1001,4,Doctorate degree (PhD/other),NA,Arts & Humanities,NA,very weak support,5,alt,support,1
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,landmark,100,elife,importance,5
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,fundamental,97,elife,importance,4
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,important,85,elife,importance,3
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,valuable,91,elife,importance,2
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,useful,81,elife,importance,1
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,exceptional,100,elife,support,6
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,compelling,89,elife,support,5
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,convincing,90,elife,support,4
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,solid,92,elife,support,3
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,incomplete,14,elife,support,2
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,inadequate,9,elife,support,1
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,very high importance,95,alt,importance,5
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,high importance,95,alt,importance,4
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,moderate importance,60,alt,importance,3
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,low importance,22,alt,importance,2
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,very low importance,23,alt,importance,1
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,very strong support,100,alt,support,5
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,strong support,90,alt,support,4
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,moderate support,60,alt,support,3
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,weak support,6,alt,support,2
114,934,80,Graduate degree (MA/MSc/MPhil/other),NA,Other,Finance and economics,very weak support,6,alt,support,1
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,landmark,95,elife,importance,5
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,fundamental,97,elife,importance,4
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,important,81,elife,importance,3
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,valuable,82,elife,importance,2
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,useful,86,elife,importance,1
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,exceptional,92,elife,support,6
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,compelling,65,elife,support,5
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,convincing,74,elife,support,4
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,solid,84,elife,support,3
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,incomplete,13,elife,support,2
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,inadequate,4,elife,support,1
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,very high importance,92,alt,importance,5
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,high importance,82,alt,importance,4
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,moderate importance,30,alt,importance,3
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,low importance,10,alt,importance,2
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,very low importance,1,alt,importance,1
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,very strong support,75,alt,support,5
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,strong support,71,alt,support,4
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,moderate support,34,alt,support,3
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,weak support,18,alt,support,2
115,984,80,Graduate degree (MA/MSc/MPhil/other),NA,Arts & Humanities,NA,very weak support,11,alt,support,1
116,856,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,landmark,90,elife,importance,5
116,856,80,Doctorate degree (PhD/other),NA,Life Sciences and Biomedicine,NA,fundamental,85,elife,importance,4
